,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
4505,20.0,4.5,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.51969448918
4506,36.0,4.3,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,34,20002.519694488274
4507,30.0,4.8,Stormy,Low,2,Snack,scooter,1.0,No,Urban,17,20002.519694487786
4508,36.0,3.7,Stormy,Jam,2,Snack,scooter,2.0,No,Metropolitian,35,20002.519694487786
4509,36.0,4.7,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,18,20002.519694487786
4510,20.0,4.4,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,37,20002.519694486924
4511,27.0,5.0,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,20,20002.519694486924
4512,36.0,4.9,Windy,Medium,0,Buffet,motorcycle,2.0,No,Urban,34,20002.519694485254
4513,25.0,4.6,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.519694485254
4514,25.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.519694485254
4515,35.0,4.6,Stormy,High,2,Buffet,electric_scooter,0.0,No,Metropolitian,26,20002.519694484454
4516,,,,Low,2,Drinks,electric_scooter,0.0,No,Urban,22,20002.519694484454
4517,25.0,4.8,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.519694484454
4518,24.0,4.8,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.519694483064
4519,28.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.519694483064
4520,20.0,4.5,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,14,20002.519694483064
4521,32.0,4.6,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,19,20002.519694481838
4522,34.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,26,20002.519694481838
4523,26.0,4.0,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.519694481838
4524,29.0,4.8,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,14,20002.51969448061
4525,32.0,4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,38,20002.51969448061
4526,23.0,4.7,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,28,20002.51969448061
4527,30.0,5.0,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,37,20002.51969447911
4528,33.0,4.8,Fog,Jam,1,Drinks,scooter,2.0,Yes,Urban,40,20002.51969447911
4529,24.0,4.4,Sunny,High,0,Buffet,motorcycle,3.0,No,Metropolitian,52,20002.51969447911
4530,31.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,,54,20002.519694448216
4531,36.0,4.3,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,20002.519691831127
4532,32.0,4.9,Windy,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,27,20002.519691831127
4533,22.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.519691831127
4534,31.0,4.4,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,34,20002.519691831127
4535,30.0,4.5,Fog,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,20002.519691831127
4536,22.0,4.1,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,35,20002.519691831127
4537,30.0,4.5,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Urban,54,20002.519691831127
4538,20.0,4.7,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.519691831127
4539,,,Fog,Jam,0,Snack,motorcycle,3.0,No,Semi-Urban,51,20002.519691831127
4540,33.0,4.4,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.519691831127
4541,30.0,4.6,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.519691831127
4542,28.0,4.9,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,15,20002.519691831127
4543,29.0,4.9,Cloudy,Low,0,Drinks,motorcycle,,No,Metropolitian,23,20002.519691701633
4544,27.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,37,20002.519691701633
4545,21.0,5.0,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,27,20002.519691701633
4546,26.0,4.6,Windy,High,2,Buffet,scooter,0.0,No,Metropolitian,21,20002.519691701633
4547,37.0,4.9,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,26,20002.519691701633
4548,22.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,18,20002.519691701633
4549,37.0,4.8,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,27,20002.519691701633
4550,28.0,4.6,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.519691701633
4551,31.0,5.0,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.519691701633
4552,30.0,4.7,Sandstorms,High,1,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.519691691003
4553,33.0,4.8,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,25,20002.519691691003
4554,30.0,4.6,Windy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,20002.519691691003
4555,34.0,4.6,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,19,20002.519691691003
4556,37.0,4.9,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,38,20002.519691691003
4557,38.0,4.0,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,36,20002.519691691003
4558,37.0,4.8,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,29,20002.519691691003
4559,35.0,4.6,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.519691691003
4560,38.0,4.7,Sandstorms,High,2,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.519691691003
4561,36.0,4.8,Stormy,Low,2,Drinks,electric_scooter,0.0,No,Urban,17,20002.519691691003
4562,27.0,5.0,Stormy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,24,20002.519691691003
4563,38.0,4.7,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46,20002.519691691003
4564,29.0,4.4,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.519691691003
4565,36.0,4.7,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.519691691003
4566,28.0,4.6,Sandstorms,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,18,20002.519691691003
4567,23.0,4.2,Fog,Medium,2,Drinks,scooter,1.0,No,Metropolitian,36,20002.519691691003
4568,38.0,4.9,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,20002.519691691003
4569,,,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,31,20002.51969163167
4570,28.0,4.1,Fog,Jam,2,Buffet,scooter,2.0,No,Metropolitian,40,20002.51969163167
4571,38.0,4.8,Sunny,Medium,2,Meal,scooter,0.0,No,Urban,28,20002.51969163167
4572,36.0,4.2,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.51969163167
4573,34.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.51969163167
4574,20.0,5.0,Windy,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,16,20002.51969163167
4575,33.0,4.7,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,26,20002.51969163167
4576,34.0,5.0,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,18,20002.51969163167
4577,28.0,4.5,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,15,20002.51969163167
4578,20.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,20,20002.51969163167
4579,36.0,4.7,Sandstorms,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,29,20002.519691522644
4580,30.0,4.8,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25,20002.519691522644
4581,22.0,4.1,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Urban,38,20002.519691522644
4582,32.0,4.9,Fog,Medium,2,Snack,scooter,1.0,No,Urban,17,20002.519691522644
4583,,,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,35,20002.519691522644
4584,25.0,4.8,Cloudy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,19,20002.519691522644
4585,31.0,4.8,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.519691522644
4586,20.0,4.9,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,25,20002.519691522644
4587,23.0,4.6,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.519691522644
4588,37.0,4.7,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,23,20002.519691522644
4589,35.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,23,20002.519691522644
4590,39.0,4.8,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,31,20002.519691522644
4591,20.0,4.8,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,22,20002.519691522644
4592,,,,,0,Meal,motorcycle,1.0,No,Metropolitian,39,20002.519691510122
4593,39.0,4.6,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.519691510122
4594,35.0,4.9,Sunny,Low,1,Meal,scooter,,No,Urban,24,20002.519691510122
4595,28.0,4.7,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,23,20002.519691510122
4596,36.0,4.5,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,40,20002.519691510122
4597,20.0,,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28,20002.519691510122
4598,32.0,4.3,Stormy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,32,20002.519691510122
4599,,,Cloudy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,32,20002.519691510122
4600,39.0,4.5,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Metropolitian,22,20002.519691510122
4601,28.0,4.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,10,20002.519691510122
4602,36.0,4.5,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,19,20002.519691510122
4603,21.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,20002.519691501497
4604,23.0,4.6,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.519691501497
4605,25.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.519691501497
4606,27.0,4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.519691501497
4607,22.0,4.7,Windy,High,0,Snack,motorcycle,0.0,No,Metropolitian,29,20002.519691501497
4608,34.0,4.6,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,25,20002.519691501497
4609,24.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Urban,11,20002.519691501497
4610,32.0,5.0,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,39,20002.519691501497
4611,30.0,4.4,Stormy,Jam,1,Drinks,motorcycle,2.0,No,Urban,39,20002.519691501497
4612,26.0,4.6,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,18,20002.519691501497
4613,30.0,4.8,Cloudy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,33,20002.519691501497
4614,31.0,4.8,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,24,20002.519691501497
4615,31.0,4.8,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,20002.519691312027
4616,39.0,4.8,Cloudy,High,2,Snack,scooter,1.0,No,Metropolitian,39,20002.519691312027
4617,38.0,4.7,Sunny,High,2,Drinks,scooter,1.0,No,Urban,18,20002.519691312027
4618,30.0,4.9,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,30,20002.519691312027
4619,28.0,4.5,Fog,High,2,Buffet,scooter,1.0,No,Metropolitian,21,20002.519691312027
4620,30.0,4.9,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,16,20002.519691312027
4621,37.0,4.1,Sandstorms,High,2,Meal,scooter,0.0,No,Metropolitian,32,20002.519691312027
4622,36.0,4.7,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,21,20002.519691312027
4623,20.0,4.9,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,42,20002.519691312027
4624,34.0,4.6,Cloudy,Medium,2,Meal,scooter,0.0,No,Urban,17,20002.519691312027
4625,26.0,4.7,Stormy,Low,2,Buffet,scooter,1.0,No,,17,20002.519691312027
4626,38.0,3.5,Windy,Jam,2,Meal,electric_scooter,0.0,No,Urban,41,20002.519691312027
4627,33.0,4.7,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,30,20002.519691312027
4628,37.0,5.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,28,20002.519691312027
4629,31.0,4.6,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.519691312027
4630,29.0,4.6,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,26,20002.519691293106
4631,20.0,4.1,Stormy,Medium,0,Meal,motorcycle,1.0,No,Urban,35,20002.519691293106
4632,36.0,5.0,Sunny,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,17,20002.519691293106
4633,34.0,4.5,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.519691293106
4634,28.0,4.6,Fog,High,0,Snack,motorcycle,0.0,No,Metropolitian,21,20002.519691293106
4635,31.0,4.4,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,36,20002.519691293106
4636,25.0,5.0,Stormy,High,2,Meal,motorcycle,1.0,No,Metropolitian,29,20002.519691293106
4637,22.0,4.6,Sunny,Medium,1,Snack,motorcycle,0.0,No,Urban,13,20002.519691293106
4638,23.0,4.8,Sunny,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.519691293106
4639,37.0,5.0,Sandstorms,High,2,Meal,scooter,1.0,No,Urban,28,20002.519691293106
4640,34.0,4.2,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.519691293106
4641,36.0,4.8,Sunny,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,15,20002.519691293106
4642,36.0,5.0,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,32,20002.51969127369
4643,22.0,4.6,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.51969127369
4644,28.0,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.51969127369
4645,28.0,4.6,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Urban,25,20002.51969127369
4646,50.0,6.0,,,3,Drinks,scooter,1.0,No,Metropolitian,15,20002.51969127369
4647,28.0,4.6,Sandstorms,Medium,1,Drinks,scooter,0.0,No,Metropolitian,19,20002.51969127369
4648,38.0,4.8,Windy,Low,2,Buffet,motorcycle,1.0,No,Urban,24,20002.51969127369
4649,34.0,4.6,Fog,Jam,0,Drinks,motorcycle,1.0,No,Urban,30,20002.51969127369
4650,38.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.51969127369
4651,21.0,4.0,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.51969127369
4652,28.0,4.6,Stormy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,20002.51969127369
4653,25.0,4.9,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,29,20002.51969127369
4654,39.0,4.6,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,16,20002.519691265657
4655,36.0,3.5,Stormy,Jam,2,Buffet,scooter,2.0,No,Urban,41,20002.519691265657
4656,23.0,4.8,Sunny,Low,2,Drinks,scooter,1.0,No,Urban,16,20002.519691265657
4657,,,,,3,Drinks,scooter,1.0,No,Metropolitian,29,20002.519691265657
4658,20.0,4.2,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,35,20002.519691265657
4659,,,,,3,Snack,electric_scooter,0.0,No,Metropolitian,29,20002.519691265657
4660,39.0,4.6,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,20002.519691265657
4661,31.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,46,20002.519691265657
4662,36.0,5.0,Fog,Low,2,Drinks,scooter,1.0,No,Urban,16,20002.519691265657
4663,38.0,4.6,Sunny,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,22,20002.519691265657
4664,29.0,5.0,Windy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.519691265657
4665,34.0,4.9,Sunny,Jam,2,Meal,electric_scooter,,No,Metropolitian,15,20002.519691265657
4666,32.0,4.8,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,15,20002.519691265657
4667,33.0,4.8,Cloudy,Low,1,Drinks,scooter,1.0,No,Urban,19,20002.519691220463
4668,28.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,17,20002.519691220463
4669,33.0,4.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,27,20002.519691220463
4670,29.0,5.0,Cloudy,Low,2,Buffet,scooter,1.0,No,Urban,24,20002.519691220463
4671,20.0,4.6,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,29,20002.519691220463
4672,29.0,4.8,Sunny,Low,1,Meal,scooter,,No,Metropolitian,23,20002.519691220463
4673,22.0,4.8,Stormy,Medium,1,Snack,scooter,1.0,No,Urban,15,20002.519691220463
4674,32.0,4.2,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,32,20002.519691220463
4675,39.0,4.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.519691220463
4676,20.0,4.6,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,38,20002.519691220463
4677,27.0,4.6,Sunny,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,15,20002.51969119511
4678,35.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,20002.51969119511
4679,33.0,5.0,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.51969119511
4680,30.0,4.7,Fog,Low,2,Buffet,motorcycle,0.0,No,Urban,16,20002.51969119511
4681,21.0,4.6,Sunny,High,1,Meal,motorcycle,0.0,No,Metropolitian,19,20002.51969119511
4682,26.0,4.5,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,17,20002.51969119511
4683,26.0,4.1,Fog,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,36,20002.51969119511
4684,,,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.51969119511
4685,25.0,4.8,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.51969119511
4686,38.0,4.2,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,39,20002.51969119511
4687,38.0,4.7,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,33,20002.519691145728
4688,21.0,4.6,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,17,20002.519691145728
4689,,,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.519691145728
4690,22.0,4.7,Sunny,Medium,1,Meal,motorcycle,1.0,No,Urban,14,20002.519691145728
4691,30.0,4.6,Cloudy,Jam,2,Buffet,electric_scooter,2.0,No,Metropolitian,38,20002.519691145728
4692,37.0,5.0,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,29,20002.519691145728
4693,24.0,4.6,Fog,Medium,2,Snack,scooter,0.0,No,Metropolitian,17,20002.519691145728
4694,27.0,4.9,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Urban,19,20002.519691145728
4695,38.0,4.8,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,23,20002.519691145728
4696,34.0,4.4,Stormy,Jam,2,Buffet,scooter,1.0,No,Urban,31,20002.519691145728
4697,38.0,4.8,Stormy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,28,20002.519691145728
4698,38.0,3.9,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,Metropolitian,34,20002.519691145728
4699,22.0,4.8,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.519691145728
4700,23.0,4.9,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,23,20002.519691038517
4701,24.0,4.8,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,16,20002.519691038517
4702,35.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,16,20002.519691038517
4703,21.0,4.8,Sandstorms,Low,2,Meal,motorcycle,0.0,No,Urban,13,20002.519691038517
4704,26.0,4.1,Fog,Jam,2,Buffet,scooter,1.0,No,Metropolitian,36,20002.519691038517
4705,38.0,4.8,Fog,Low,2,Drinks,electric_scooter,1.0,No,,19,20002.519691038517
4706,32.0,4.9,Windy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,28,20002.519691038517
4707,28.0,4.7,Fog,Medium,1,Drinks,motorcycle,0.0,No,Urban,19,20002.519691038517
4708,30.0,4.6,Sandstorms,Low,2,Buffet,motorcycle,1.0,No,Urban,23,20002.519691038517
4709,39.0,4.6,Cloudy,Jam,2,Snack,motorcycle,1.0,Yes,Semi-Urban,47,20002.519691038517
4710,21.0,4.9,Fog,High,0,Drinks,motorcycle,,No,Metropolitian,20,20002.519691038517
4711,25.0,4.8,Windy,High,1,Snack,motorcycle,1.0,No,Metropolitian,28,20002.519690996676
4712,,,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,16,20002.519690996676
4713,22.0,4.7,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,21,20002.519690996676
4714,25.0,4.4,Fog,Jam,1,Meal,motorcycle,1.0,Yes,Metropolitian,44,20002.519690996676
4715,25.0,4.6,Fog,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,10,20002.519690996676
4716,37.0,4.4,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,39,20002.519690996676
4717,33.0,4.9,Sunny,High,0,Snack,motorcycle,0.0,No,Metropolitian,26,20002.519690996676
4718,33.0,4.2,Cloudy,Medium,1,Drinks,scooter,2.0,No,Urban,42,20002.519690996676
4719,33.0,4.7,Sunny,Low,1,Buffet,scooter,0.0,No,Urban,12,20002.519690996676
4720,32.0,4.6,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,38,20002.51969077824
4721,27.0,4.0,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,18,20002.51969077824
4722,38.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,30,20002.51969077824
4723,30.0,4.6,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.51969077824
4724,28.0,4.1,Cloudy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.51969077824
4725,30.0,4.9,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,22,20002.51969077824
4726,23.0,4.6,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,14,20002.51969077824
4727,31.0,4.0,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.51969077824
4728,20.0,4.8,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,20002.51969077824
4729,32.0,4.2,Fog,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,39,20002.51969077824
4730,21.0,4.8,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,16,20002.51969077824
4731,34.0,4.8,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.51969077824
4732,20.0,4.5,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,25,20002.51969077824
4733,,,,,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.51969077824
4734,31.0,4.9,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Semi-Urban,46,20002.519690739544
4735,20.0,4.8,Sandstorms,Low,1,Snack,motorcycle,0.0,No,,14,20002.519690739544
4736,29.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,28,20002.519690739544
4737,23.0,3.8,Sunny,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,41,20002.519690739544
4738,39.0,4.5,Sunny,Low,1,Snack,scooter,1.0,No,Urban,24,20002.519690739544
4739,27.0,4.6,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,17,20002.519690739544
4740,33.0,4.5,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,29,20002.519690739544
4741,24.0,4.8,Stormy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,11,20002.519690739544
4742,21.0,4.3,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Urban,38,20002.519690739544
4743,35.0,4.3,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,43,20002.51969073876
4744,32.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,30,20002.51969073876
4745,26.0,4.2,Cloudy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,35,20002.51969073876
4746,23.0,4.9,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.51969073876
4747,38.0,4.7,Sunny,Medium,1,Snack,motorcycle,1.0,No,Urban,20,20002.51969073876
4748,39.0,4.8,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,20,20002.51969073876
4749,28.0,4.6,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.51969073876
4750,37.0,4.6,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.51969073876
4751,26.0,4.9,Cloudy,High,2,Snack,electric_scooter,1.0,No,Metropolitian,31,20002.51969073876
4752,26.0,4.7,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,33,20002.51969073876
4753,28.0,4.7,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,18,20002.51969073876
4754,23.0,4.8,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,18,20002.51969073876
4755,29.0,4.3,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,,27,20002.51969073876
4756,38.0,4.7,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,28,20002.51969073876
4757,21.0,4.7,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,16,20002.51969046209
4758,20.0,4.8,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,25,20002.51969046209
4759,25.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.51969046209
4760,28.0,4.9,Sunny,Low,2,Snack,scooter,0.0,No,Urban,19,20002.51969046209
4761,22.0,4.7,Windy,Medium,1,Meal,scooter,1.0,No,Urban,28,20002.51969046209
4762,32.0,4.6,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,16,20002.51969046209
4763,31.0,5.0,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,36,20002.51969046209
4764,30.0,4.8,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,23,20002.51969046209
